English,German,Box
Aufgabe,0,
Geschmack,0,
MwSt,0,
Taxi,0,
Tee,0,
unterrichten,0,
Lehrer,0,
Lehren,0,
Mannschaft,0,
Träne,0,
zerreißen,0,
technisch,0,
Technik,0,
Technologie,0,
Telefon,0,
Fernsehen,0,
erzählen,0,
aussprechen,0,
Temperatur,0,
vorübergehend,0,
vorübergehend,0,
zehn,0,
neigen,0,
Tendenz,0,
Spannung,0,
Zelt,0,
Zehntel,0,
Begriff,0,
abscheulich,0,
fürchterlich,0,
Prüfung,0,
Text,0,
als,0,
danken,0,
Danke,0,
Danke,0,
das,0,
das,0,
Theater,0,
ihr,0,
ihre,0,
Sie,0,
Thema,0,
sich,0,
dann,0,
Theorie,0,
dort,0,
deshalb,0,
sie,0,
dick,0,
dick,0,
Dicke,0,
Dieb,0,
dünn,0,
Ding,0,
denken,0,
nachdenken über,0,
Denken,0,
Denk an,0,
denken Sie an als,0,
überdenken,0,
ausdenken,0,
dritte,0,
durstig,0,
dreizehn,0,
dreizehnte,0,
dreißigste,0,
dreißig,0,
Dies,0,
gründlich,0,
gründlich,0,
obwohl,0,
Gedanke,0,
tausend,0,
Tausendstel,0,
Faden,0,
Drohung,0,
drohen,0,
bedrohlich,0,
drei,0,
Kehle,0,
durch,0,
hindurch,0,
Wurf,0,
wegschmeißen,0,
rausschmeißen,0,
Daumen,0,
Donnerstag,0,
daher,0,
Fahrkarte,0,
ordentlich,0,
binden,0,
Fesseln,0,
fest,0,
dicht,0,
bis,0,
Zeit,0,
Zeitplan,0,
Zinn,0,
sehr klein,0,
Tipp,0,
umkippen,0,
Reifen,0,
müde,0,
ausgelaugt sein,0,
ermüdend,0,
Titel,0,
zu,0,
heute,0,
Zehe,0,
zusammen,0,
Toilette,0,
Tomate,0,
Morgen,0,
Tonne,0,
Ton,0,
Zunge,0,
heute Abend,0,
Tonne,0,
zu,0,
Werkzeug,0,
Zahn,0,
oben,0,
Thema,0,
gesamt,0,
total,0,
berühren,0,
hart,0,
Tour,0,
Tourist,0,
gegenüber,0,
Handtuch,0,
Turm,0,
"Stadt, Dorf",0,
Spielzeug,0,
verfolgen,0,
Spur,0,
handeln,0,
Handel,0,
Tradition,0,
traditionell,0,
traditionell,0,
Verkehr,0,
Zug,0,
Ausbildung,0,
Transfer,0,
verwandeln,0,
Übersetzen,0,
Übersetzung,0,
transparent,0,
Transport,0,
Transport,0,
fangen,0,
reisen,0,
Reisender,0,
behandeln,0,
Behandlung,0,
Baum,0,
Trend,0,
Studie,0,
Dreieck,0,
Trick,0,
Reise,0,
tropisch,0,
Problem,0,
Hose,0,
LKW,0,
stimmt,0,
wirklich,0,
vertrauen,0,
Wahrheit,0,
Versuchen,0,
anprobieren,0,
ausprobieren,0,
Rohr,0,
Dienstag,0,
Melodie,0,
Tunnel,0,
drehen,0,
zurückdrehen,0,
abdrehen,0,
einbiegen in,0,
schalte aus,0,
einschalten,0,
sich herausstellen,0,
umdrehen,0,
umdrehen,0,
sich wenden an,0,
auftauchen,0,
Fernseher,0,
Zwölftel,0,
zwölf,0,
Zwanzigstes,0,
zwanzig,0,
zweimal,0,
Zwilling,0,
Twist,0,
verdrehte,0,
zwei,0,
Typ,0,
typisch,0,
Normalerweise,0,
Reifen,0,
die Arbeitslosen,0,
das Unerwartete,0,
hässlich,0,
ultimativ,0,
letzten Endes,0,
Regenschirm,0,
unfähig,0,
inakzeptabel,0,
unsicher,0,
Onkel,0,
unbequem,0,
unbewusst,0,
unkontrolliert,0,
unter,0,
unter Tage,0,
unterhalb,0,
verstehe,0,
Verständnis,0,
Unterwasser,0,
Unterwäsche,0,
rückgängig machen,0,
arbeitslos,0,
Arbeitslosigkeit,0,
unerwartet,0,
unerwartet,0,
unfair,0,
unfair,0,
unglücklich,0,
Unglücklicherweise,0,
unfreundlich,0,
unzufrieden,0,
Uniform,0,
unwichtig,0,
Union,0,
einzigartig,0,
Einheit,0,
Vereinen,0,
vereinigt,0,
Universum,0,
Universität,0,
unfreundlich,0,
Unbekannt,0,
wenn nicht,0,
nicht wie,0,
unwahrscheinlich,0,
entladen,0,
unglücklich,0,
nicht notwendig,0,
unangenehm,0,
unvernünftig,0,
unstetig,0,
erfolglos,0,
unordentlich,0,
bis um,0,
ungewöhnlich,0,
ungewöhnlich,0,
nicht bereit,0,
unfreiwillig,0,
hoch,0,
auf,0,
"Oberer, höher",0,
verärgern,0,
störend,0,
verkehrt herum,0,
nach oben,0,
nach oben,0,
nach oben,0,
urban,0,
Drang,0,
dringend,0,
uns,0,
verwenden,0,
Gebraucht,0,
gewöhnt an,0,
nützlich,0,
nicht zu gebrauchen,0,
Benutzer,0,
verbrauchen,0,
üblich,0,
normalerweise,0,
Urlaub,0,
gültig,0,
Senke,0,
wertvoll,0,
Wert,0,
Van,0,
Variation,0,
abwechslungsreich,0,
Vielfalt,0,
verschiedene,0,
variieren,0,
groß,0,
Gemüse,0,
Fahrzeug,0,
wagen,0,
Ausführung,0,
vertikal,0,
sehr,0,
über,0,
Opfer,0,
Sieg,0,
Video,0,
Aussicht,0,
Dorf,0,
Gewalt,0,
heftig,0,
heftig,0,
virtuell,0,
Virus,0,
sichtbar,0,
Vision,0,
Besuch,0,
Besucher,0,
vital,0,
Wortschatz,0,
Stimme,0,
Volumen,0,
Abstimmung,0,
Lohn,0,
Taille,0,
Warten,0,
Kellner,0,
aufwachen,0,
Spaziergang,0,
gehen,0,
hinausgehen,0,
Gehen Sie hoch,0,
Mauer,0,
Geldbörse,0,
wandern,0,
wollen,0,
Krieg,0,
warm,0,
Wärme,0,
sich warm laufen,0,
warnen,0,
Warnung,0,
waschen,0,
wegwaschen,0,
Waschen,0,
abwaschen,0,
ausspülen,0,
waschen,0,
Abfall,0,
Uhr,0,
Achtung,0,
achten Sie auf,0,
Wasser,0,
Welle,0,
Weg,0,
wir,0,
schwach,0,
die Schwäche,0,
Vermögen,0,
Waffe,0,
tragen,0,
verwischen,0,
abnutzen,0,
abnutzen,0,
Wetter,0,
Netz,0,
Webseite,0,
Hochzeit,0,
Mittwoch,0,
Woche,0,
Wochenende,0,
wöchentlich,0,
wiegen,0,
Gewicht,0,
willkommen,0,
Gut,0,
sehr bekannt,0,
Westen,0,
Western,0,
nass,0,
was,0,
wie auch immer,0,
Rad,0,
Wenn,0,
Wann immer,0,
wo,0,
wohingegen,0,
wo auch immer,0,
ob,0,
die,0,
während,0,
flüstern,0,
Pfeife,0,
Weiß,0,
wer,0,
Wer auch immer,0,
ganz,0,
dem,0,
Deren,0,
warum,0,
breit,0,
weit,0,
Breite,0,
Ehefrau,0,
wild,0,
wild,0,
Wille,0,
bereit,0,
bereitwillig,0,
Bereitschaft,0,
gewinnen,0,
Wind,0,
Fenster,0,
Wein,0,
Flügel,0,
Gewinner,0,
Gewinnen,0,
Winter,0,
Kabel,0,
weise,0,
Wunsch,0,
mit,0,
abheben,0,
innerhalb,0,
ohne,0,
Zeuge,0,
Frau,0,
sich fragen,0,
wunderbar,0,
Holz,0,
hölzern,0,
wolle,0,
Wort,0,
Arbeit,0,
Arbeiter,0,
Arbeiten,0,
trainieren,0,
Welt,0,
besorgt,0,
Sorge,0,
besorgniserregend,0,
schlechter,0,
Verehrung,0,
schlechteste,0,
Wert,0,
möchten,0,
Wunde,0,
verwundet,0,
wickeln,0,
Verpackung,0,
Handgelenk,0,
schreiben,0,
Schreib zurück,0,
aufschreiben,0,
Schriftsteller,0,
Schreiben,0,
geschrieben,0,
falsch,0,
zu Unrecht,0,
Hof,0,
gähnen,0,
ja,0,
Jahr,0,
gelb,0,
Jawohl,0,
gestern,0,
noch,0,
Sie,0,
jung,0,
dein,0,
deine,0,
dich selbst,0,
Jugend,0,
Null,0,
Zone,0,
